,0,1
0,838,707
1,833,706
2,829,705
3,823,703
4,817,703
5,812,701
6,808,699
7,801,697
8,795,694
9,789,690
10,782,687
11,778,684
12,769,679
13,762,671
14,754,668
15,738,659
16,715,648
17,696,639
18,673,626
19,654,614
20,644,608
21,638,603
22,633,595
23,631,590
24,628,580
25,626,572
26,622,558
27,615,541
28,599,519
29,574,496
30,547,480
31,520,463
32,507,450
33,504,442
34,501,438
35,496,432
36,494,427
37,493,427
38,492,426
39,490,424
40,486,422
41,477,417
42,470,416
43,466,414
44,458,414
45,456,413
46,454,413
47,452,413
48,451,413
49,448,411
50,438,407
51,428,404
52,421,402
53,414,399
54,407,397
55,399,393
56,387,386
57,380,381
58,368,374
59,356,367
60,343,357
61,334,348
62,328,342
63,326,340
64,325,338
65,323,336
66,323,335
67,323,334
68,322,333
69,322,333
70,322,332
71,321,330
72,320,329
73,319,327
74,315,321
75,313,318
76,310,313
77,307,306
78,303,301
79,296,293
80,293,287
81,291,282
82,288,275
83,281,265
84,278,256
85,273,247
86,269,237
87,263,227
88,258,220
89,255,215
90,253,210
91,251,208
92,248,203
93,247,201
94,246,199
95,245,196
96,245,195
97,244,194
98,244,194
99,244,193
100,244,192
101,243,191
102,241,188
103,241,188
104,240,188
105,239,185
106,237,183
107,236,174
108,233,166
109,230,158
110,227,148
111,224,138
112,221,134
113,220,132
114,219,132
115,218,131
116,218,130
117,217,128
118,216,126
119,216,126
120,215,125
121,215,125
122,215,124
123,215,123
124,215,123
125,216,123
126,217,123
127,219,122
128,219,122
129,220,122
130,220,122
131,220,123
132,220,124
133,220,124
134,220,125
135,220,126
136,220,127
137,220,128
138,220,130
139,220,133
140,220,135
141,220,138
142,220,142
143,218,146
144,217,151
145,216,155
146,216,158
147,215,162
148,215,165
149,215,172
150,215,184
151,215,198
152,215,209
153,215,216
154,215,227
155,215,236
156,215,240
157,215,242
158,215,243
159,214,244
160,214,244
161,213,243
162,210,238
163,206,232
164,201,226
165,197,219
166,195,216
167,193,211
168,192,210
169,191,209
170,191,209
171,191,208
172,191,208
173,192,206
174,192,206
175,194,205
176,195,204
177,196,204
178,199,202
179,201,201
180,202,199
181,203,199
182,205,198
183,206,196
184,207,196
185,208,195
186,209,194
187,212,193
188,213,192
189,215,190
190,215,190
191,217,189
192,218,187
193,219,187
194,221,185
195,221,185
196,223,184
197,225,183
198,225,183
199,227,182
200,230,180
201,231,180
202,233,179
203,235,178
204,236,178
205,237,178
206,238,177
207,238,177
208,239,175
209,240,175
210,241,175
211,242,174
212,243,174
213,244,173
214,246,173
215,246,173
216,248,172
217,249,171
218,249,171
219,250,171
220,250,171
221,252,170
222,253,169
223,254,169
224,256,169
225,257,168
226,259,168
227,260,167
228,262,167
229,264,167
230,266,167
231,268,166
232,270,166
233,272,165
234,272,165
235,274,165
236,275,165
237,276,163
238,279,163
239,281,162
240,283,160
241,285,160
242,287,160
243,290,159
244,293,158
245,296,157
246,298,156
247,298,155
248,301,155
249,305,155
250,309,153
251,313,152
252,317,151
253,323,148
254,327,148
255,332,147
256,335,147
257,338,146
258,338,146
259,339,146
260,340,146
261,341,146
262,341,146
263,342,146
264,342,145
265,343,145
266,344,145
267,345,145
268,346,145
269,348,145
270,349,145
271,350,145
272,350,144
273,352,144
274,354,144
275,359,144
276,364,144
277,372,144
278,381,144
279,391,144
280,399,144
281,411,144
282,423,144
283,429,144
284,443,144
285,456,144
286,470,144
287,484,144
288,496,144
289,504,144
290,507,144
291,509,144
292,511,144
293,511,144
294,512,144
295,513,144
296,515,144
297,516,144
298,516,144
299,517,144
300,519,144
301,522,144
302,525,144
303,527,144
304,528,144
305,530,144
306,533,144
307,537,144
308,542,144
309,546,144
310,554,144
311,558,144
312,563,144
313,566,144
314,570,144
315,572,144
316,579,144
317,584,144
318,588,144
319,592,144
320,597,142
321,602,142
322,608,141
323,616,140
324,624,140
325,635,140
326,641,140
327,649,140
328,659,140
329,669,140
330,677,140
331,685,140
332,693,140
333,699,140
334,708,140
335,718,140
336,736,140
337,763,140
338,793,140
339,825,140
340,853,140
341,881,142
342,903,142
343,918,142
344,929,142
345,932,142
346,933,142
347,934,142
348,934,142
349,934,140
350,934,136
351,933,133
352,929,124
353,923,116
354,919,108
355,914,103
356,909,96
357,903,90
358,899,86
359,895,81
360,893,79
361,888,76
362,887,76
363,885,73
364,882,70
365,879,66
366,876,65
367,871,64
368,869,62
369,867,62
370,865,62
371,862,62
372,860,61
373,860,61
374,859,60
375,859,60
376,861,60
377,865,60
378,872,60
379,880,59
380,889,59
381,900,59
382,913,59
383,927,56
384,940,56
385,953,56
386,965,56
387,976,55
388,981,55
389,985,55
390,987,55
391,989,55
392,989,55
393,990,55
394,990,55
395,992,55
396,996,55
397,1003,55
398,1006,55
399,1012,55
400,1016,55
401,1022,55
402,1026,55
403,1028,55
404,1030,55
405,1031,55
406,1033,55
407,1034,55
408,1036,55
409,1039,55
410,1040,55
411,1041,55
412,1042,55
413,1043,55
414,1043,55
415,1044,55
416,1044,55
417,1046,55
418,1049,55
419,1051,54
420,1052,54
421,1053,54
422,1055,54
423,1056,54
424,1057,54
425,1058,54
426,1060,54
427,1062,54
428,1064,54
429,1066,54
430,1067,54
431,1070,54
432,1074,54
433,1078,54
434,1081,54
435,1085,54
436,1088,54
437,1090,54
438,1092,54
439,1093,54
440,1094,54
441,1096,54
442,1097,54
443,1098,54
444,1099,54
445,1099,54
446,1101,54
447,1102,54
448,1102,54
449,1103,54
450,1104,54
451,1105,54
452,1106,54
453,1108,54
454,1109,54
455,1110,54
456,1111,54
457,1112,54
458,1114,54
459,1115,54
460,1116,54
461,1117,54
462,1119,54
463,1121,54
464,1123,54
465,1125,54
466,1127,54
467,1131,54
468,1135,54
469,1137,54
470,1140,54
471,1143,54
472,1146,54
473,1149,54
474,1151,54
475,1153,54
476,1154,54
477,1156,54
478,1157,54
479,1158,54
480,1159,54
481,1159,54
482,1160,54
483,1160,54
484,1161,54
485,1161,54
486,1162,54
487,1163,54
488,1163,54
489,1164,54
490,1166,54
491,1166,54
492,1167,54
493,1168,54
494,1169,54
495,1170,54
496,1170,54
497,1171,54
498,1172,54
499,1173,54
500,1174,54
501,1174,54
502,1176,54
503,1178,54
504,1179,54
505,1180,54
506,1181,54
507,1183,54
508,1184,54
509,1185,54
510,1185,54
511,1185,54
512,1182,54
513,1178,54
514,1169,59
515,1161,61
516,1153,62
517,1143,64
518,1135,64
519,1130,65
520,1124,68
521,1122,68
522,1117,70
523,1114,70
524,1110,72
525,1104,75
526,1098,77
527,1092,80
528,1085,86
529,1076,89
530,1067,94
531,1058,98
532,1047,101
533,1036,106
534,1030,109
535,1022,110
536,1016,111
537,1013,112
538,1012,112
539,1007,113
540,1005,114
541,1003,114
542,1002,115
543,1000,115
544,998,115
545,995,115
546,991,115
547,987,115
548,982,115
549,975,115
550,967,115
551,957,115
552,945,115
553,935,115
554,929,115
555,922,115
556,913,115
557,906,115
558,900,115
559,896,115
560,895,116
561,893,116
562,893,116
563,892,117
564,891,118
565,890,118
566,888,119
567,888,119
568,887,119
569,887,119
570,886,120
571,886,120
572,885,120
573,884,121
574,883,122
575,883,122
576,881,124
577,879,126
578,877,127
579,876,127
580,874,130
581,874,131
582,874,131
583,874,132
584,878,133
585,881,134
586,883,134
587,886,134
588,891,134
589,896,135
590,902,137
591,908,138
592,913,138
593,916,138
594,921,138
595,923,138
596,927,138
597,929,138
598,934,139
599,938,139
600,941,139
601,945,139
602,948,139
603,951,139
604,955,139
605,957,139
606,962,139
607,964,139
608,968,139
609,971,139
610,974,139
611,977,139
612,980,139
613,982,139
614,985,139
615,989,139
616,992,139
617,993,139
618,998,139
619,1002,139
620,1006,139
621,1009,139
622,1014,139
623,1017,139
624,1021,140
625,1024,140
626,1027,140
627,1030,140
628,1032,140
629,1033,140
630,1034,140
631,1034,140
632,1035,140
633,1037,140
634,1040,140
635,1043,140
636,1045,140
637,1049,140
638,1054,141
639,1057,141
640,1060,142
641,1063,143
642,1065,143
643,1066,143
644,1067,143
645,1068,143
646,1069,144
647,1070,144
648,1073,145
649,1074,145
650,1076,145
651,1079,145
652,1081,146
653,1085,146
654,1087,146
655,1092,147
656,1095,148
657,1095,148
658,1097,148
659,1098,148
660,1098,148
661,1099,148
662,1099,148
663,1101,148
664,1104,149
665,1104,149
666,1105,149
667,1105,149
668,1106,149
669,1107,149
670,1109,150
671,1112,151
672,1115,151
673,1117,151
674,1119,151
675,1120,151
676,1121,151
677,1124,151
678,1126,151
679,1128,152
680,1131,152
681,1133,153
682,1138,153
683,1140,153
684,1142,153
685,1143,153
686,1144,153
687,1145,153
688,1145,153
689,1146,153
690,1146,153
691,1148,154
692,1149,154
693,1150,154
694,1150,154
695,1151,154
696,1151,155
697,1151,156
698,1150,157
699,1148,158
700,1147,159
701,1145,159
702,1145,160
703,1144,160
704,1144,161
705,1142,161
706,1142,162
707,1141,162
708,1139,164
709,1136,165
710,1135,165
711,1135,166
712,1134,167
713,1134,167
714,1133,167
715,1132,168
716,1131,169
717,1129,170
718,1128,170
719,1128,171
720,1125,172
721,1124,173
722,1122,174
723,1121,176
724,1120,177
725,1117,177
726,1114,178
727,1111,181
728,1109,182
729,1106,184
730,1103,185
731,1099,186
732,1097,187
733,1094,187
734,1089,190
735,1082,191
736,1077,193
737,1067,194
738,1059,195
739,1052,196
740,1047,197
741,1039,200
742,1034,200
743,1027,201
744,1021,203
745,1015,203
746,1008,205
747,1000,208
748,993,211
749,987,213
750,981,217
751,978,218
752,978,218
753,977,219
754,976,219
755,974,220
756,972,221
757,971,222
758,969,224
759,969,224
760,968,226
761,965,228
762,964,230
763,962,232
764,960,233
765,959,234
766,959,236
767,957,237
768,956,238
769,955,239
770,953,242
771,953,242
772,951,244
773,947,247
774,946,249
775,944,251
776,943,251
777,941,253
778,939,257
779,933,260
780,928,266
781,926,268
782,920,274
783,917,277
784,913,282
785,911,285
786,908,289
787,906,291
788,903,293
789,900,297
790,896,301
791,894,302
792,891,305
793,889,306
794,888,307
795,887,308
796,887,309
797,886,310
798,886,310
799,884,311
800,883,312
801,882,313
802,882,314
803,881,314
804,880,315
805,878,316
806,878,317
807,877,317
808,875,318
809,875,319
810,873,320
811,872,321
812,870,322
813,868,324
814,867,324
815,866,325
816,865,326
817,865,326
818,864,327
819,864,328
820,864,329
821,864,330
822,864,331
823,864,332
824,864,332
825,865,332
826,866,332
827,868,332
828,870,332
829,873,332
830,875,332
831,878,332
832,881,332
833,883,332
834,886,332
835,889,332
836,893,332
837,898,332
838,900,332
839,902,332
840,905,331
841,907,331
842,910,331
843,913,330
844,917,330
845,919,330
846,922,330
847,925,330
848,927,330
849,930,330
850,930,330
851,931,330
852,931,330
853,932,330
854,933,330
855,934,330
856,934,330
857,935,330
858,937,330
859,938,330
860,942,330
861,944,330
862,946,330
863,949,330
864,951,330
865,953,330
866,954,330
867,955,330
868,958,330
869,960,330
870,962,330
871,968,330
872,971,330
873,975,330
874,979,330
875,980,330
876,982,330
877,984,330
878,984,330
879,986,330
880,988,330
881,991,330
882,993,330
883,993,330
884,995,330
885,997,330
886,998,330
887,999,330
888,999,330
889,1000,330
890,1002,330
891,1003,330
892,1003,330
893,1005,330
894,1005,330
895,1006,330
896,1008,330
897,1009,330
898,1011,330
899,1012,330
900,1014,330
901,1017,330
902,1018,330
903,1020,330
904,1022,330
905,1023,330
906,1025,330
907,1027,330
908,1028,330
909,1030,330
910,1032,330
911,1036,330
912,1038,330
913,1042,330
914,1045,330
915,1049,330
916,1051,330
917,1054,330
918,1057,330
919,1059,330
920,1060,330
921,1062,330
922,1063,330
923,1064,330
924,1065,330
925,1067,330
926,1069,330
927,1072,330
928,1075,330
929,1078,331
930,1081,332
931,1084,333
932,1086,334
933,1090,335
934,1093,335
935,1095,336
936,1096,336
937,1100,336
938,1103,337
939,1105,337
940,1111,338
941,1115,338
942,1118,339
943,1122,339
944,1125,339
945,1131,341
946,1133,341
947,1137,341
948,1142,341
949,1144,341
950,1146,341
951,1149,341
952,1151,342
953,1152,342
954,1153,342
955,1154,342
956,1155,342
957,1155,342
958,1156,342
959,1156,342
960,1158,342
961,1159,342
962,1160,342
963,1162,343
964,1164,343
965,1166,343
966,1166,343
967,1167,343
968,1168,343
969,1170,343
970,1171,343
971,1174,343
972,1177,344
973,1177,344
974,1179,344
975,1179,344
976,1180,344
977,1180,344
978,1181,344
979,1182,344
980,1183,344
981,1183,345
982,1184,345
983,1184,347
984,1186,347
985,1186,347
986,1187,348
987,1189,349
988,1189,349
989,1190,349
990,1191,350
991,1192,350
992,1193,351
993,1194,351
994,1195,352
995,1197,352
996,1199,354
997,1200,354
998,1202,354
999,1202,354
1000,1204,354
1001,1205,355
1002,1205,355
1003,1208,355
1004,1209,355
1005,1210,355
1006,1211,355
1007,1212,356
1008,1212,356
1009,1213,356
1010,1213,356
1011,1214,357
1012,1215,358
1013,1215,359
1014,1215,359
1015,1215,360
1016,1215,360
1017,1215,362
1018,1215,364
1019,1214,364
1020,1213,366
1021,1212,368
1022,1211,370
1023,1209,372
1024,1209,373
1025,1207,374
1026,1204,377
1027,1204,378
1028,1203,379
1029,1201,381
1030,1201,381
1031,1198,383
1032,1197,383
1033,1193,385
1034,1189,387
1035,1187,388
1036,1182,388
1037,1177,391
1038,1173,392
1039,1170,393
1040,1165,394
1041,1160,398
1042,1155,398
1043,1148,401
1044,1137,405
1045,1126,406
1046,1114,409
1047,1103,412
1048,1091,416
1049,1083,417
1050,1073,419
1051,1061,421
1052,1049,423
1053,1039,426
1054,1028,431
1055,1018,434
1056,1011,439
1057,1003,443
1058,999,446
1059,994,449
1060,991,450
1061,989,452
1062,986,453
1063,984,454
1064,980,457
1065,978,459
1066,977,460
1067,975,461
1068,975,462
1069,974,462
1070,974,463
1071,973,463
1072,972,465
1073,971,466
1074,970,466
1075,969,467
1076,968,468
1077,966,469
1078,965,472
1079,964,473
1080,962,475
1081,961,476
1082,961,477
1083,960,478
1084,959,478
1085,959,479
1086,958,479
1087,958,479
1088,958,479
1089,958,479
1090,959,479
1091,960,479
1092,963,479
1093,965,479
1094,970,479
1095,973,479
1096,975,479
1097,978,479
1098,982,479
1099,985,479
1100,988,479
1101,992,479
1102,997,479
1103,1000,479
1104,1004,480
1105,1008,480
1106,1012,481
1107,1015,481
1108,1018,481
1109,1023,481
1110,1024,481
1111,1029,481
1112,1036,481
1113,1041,482
1114,1047,485
1115,1049,485
1116,1052,486
1117,1055,486
1118,1057,486
1119,1058,486
1120,1060,486
1121,1064,487
1122,1067,487
1123,1070,487
1124,1072,487
1125,1074,487
1126,1074,487
1127,1077,487
1128,1078,487
1129,1079,487
1130,1079,487
1131,1080,487
1132,1081,487
1133,1082,487
1134,1083,487
1135,1083,487
1136,1085,488
1137,1086,488
1138,1086,488
1139,1087,489
1140,1087,490
1141,1087,493
1142,1088,496
1143,1089,500
1144,1089,501
1145,1090,505
1146,1090,507
1147,1090,507
1148,1090,509
1149,1090,510
1150,1090,512
1151,1090,513
1152,1090,514
1153,1090,514
1154,1090,515
1155,1090,516
1156,1090,517
1157,1090,517
1158,1090,518
1159,1090,518
1160,1090,518
1161,1089,518
1162,1087,519
1163,1085,519
1164,1085,520
1165,1083,520
1166,1083,520
1167,1082,521
1168,1080,521
1169,1079,522
1170,1078,523
1171,1076,523
1172,1074,523
1173,1073,524
1174,1070,526
1175,1068,526
1176,1062,527
1177,1059,529
1178,1054,531
1179,1049,534
1180,1041,538
1181,1032,542
1182,1024,544
1183,1014,550
1184,1006,553
1185,997,557
1186,990,559
1187,985,561
1188,979,563
1189,976,565
1190,973,565
1191,971,566
1192,970,567
1193,969,567
1194,969,567
1195,968,567
1196,968,567
1197,967,567
1198,966,567
1199,964,568
1200,963,568
1201,963,568
1202,960,568
1203,957,568
1204,951,568
1205,947,568
1206,944,568
1207,939,568
1208,936,568
1209,933,568
1210,931,568
1211,929,568
1212,924,568
1213,921,569
1214,917,569
1215,913,569
1216,910,570
1217,908,570
1218,905,570
1219,902,570
1220,898,570
1221,895,570
1222,893,570
1223,890,570
1224,884,570
1225,880,571
1226,875,573
1227,869,573
1228,865,573
1229,862,573
1230,855,573
1231,851,573
1232,846,573
1233,839,573
1234,834,573
1235,826,573
1236,820,573
1237,811,573
1238,802,573
1239,788,573
1240,782,573
1241,772,573
1242,759,573
1243,748,571
1244,732,566
1245,722,563
1246,709,558
1247,697,556
1248,686,552
1249,674,548
1250,664,543
1251,654,541
1252,646,539
1253,635,537
1254,626,534
1255,617,532
